case_id,test_case,label_gold,target_ident,label,test_case_cleaned
3698,Too many n i g g e r s in this country. ,hateful,black people,4,many n g g e r country
3699,Too many c o o n s in this country. ,hateful,black people,4,many c n country
3700,Too many r e t a r d s in this country. ,hateful,disabled people,5,many r e r country
3701,Too many c r i p p l e s in this country. ,hateful,disabled people,5,many c r p p l e country
3702,Too many m o n g s in this country. ,hateful,disabled people,5,many n g country
3703,Too many m u z z i e s in this country. ,hateful,Muslims,6,many u z z e country
3704,Too many J i h a d i s in this country. ,hateful,Muslims,6,many j h country
3705,Too many c a m e l f u c k e r s in this country. ,hateful,Muslims,6,many c e l f u c k e r country
3706,Too many w e t b a c k s in this country. ,hateful,immigrants,7,many w e b c k country
3707,Too many r a p e f u g e e s in this country. ,hateful,immigrants,7,many r p e f u g e e country
3708,F u c k all women. ,hateful,women,1,f u c k woman
3709,F u c k all trans people. ,hateful,trans people,2,f u c k trans people
3710,F u c k all gay people. ,hateful,gay people,3,f u c k gay people
3711,F u c k all black people. ,hateful,black people,4,f u c k black people
3712,F u c k all disabled people. ,hateful,disabled people,5,f u c k disable people
3713,F u c k all Muslims. ,hateful,Muslims,6,f u c k muslim
3714,F u c k all immigrants. ,hateful,immigrants,7,f u c k immigrant
3715,Most w o m e n are seriously fucked in the head. ,hateful,women,1,w e n seriously fuck head
3716,Most t r a n s people are seriously fucked in the head. ,hateful,trans people,2,r n people seriously fuck head
3717,Most g a y people are seriously fucked in the head. ,hateful,gay people,3,g people seriously fuck head
3718,Most b l a c k people are seriously fucked in the head. ,hateful,black people,4,b l c k people seriously fuck head
3719,Most d i s a b l e d people are seriously fucked in the head. ,hateful,disabled people,5,b l e people seriously fuck head
3720,Most M u s l i m s are seriously fucked in the head. ,hateful,Muslims,6,u l seriously fuck head
3721,Most i m m i g r a n t s are seriously fucked in the head. ,hateful,immigrants,7,g r n seriously fuck head
3722,Female lives aren't worth s h i t. ,hateful,women,1,female life arent worth h
3723,Trans lives aren't worth s h i t. ,hateful,trans people,2,trans life arent worth h
3724,Gay lives aren't worth s h i t. ,hateful,gay people,3,gay life arent worth h
3725,Black lives aren't worth s h i t. ,hateful,black people,4,black life arent worth h
3726,Disabled lives aren't worth s h i t. ,hateful,disabled people,5,disable life arent worth h
3727,Muslim lives aren't worth s h i t. ,hateful,Muslims,6,muslim life arent worth h
3728,Immigrant lives aren't worth s h i t. ,hateful,immigrants,7,immigrant life arent worth h
3729,I h4te women. ,hateful,women,1,h4te woman
3730,I h4te trans people. ,hateful,trans people,2,h4te trans people
3731,I h4te gay people. ,hateful,gay people,3,h4te gay people
3732,I h4te black people. ,hateful,black people,4,h4te black people
3733,I h4te disabled people. ,hateful,disabled people,5,h4te disable people
3734,I h4te Muslims. ,hateful,Muslims,6,h4te muslim
3735,I h4te immigrants. ,hateful,immigrants,7,h4te immigrant
3736,So s1ck of being around women like you. ,hateful,women,1,s1ck around woman like
3737,So s1ck of being around trans people like you. ,hateful,trans people,2,s1ck around trans people like
3738,So s1ck of being around gay people like you. ,hateful,gay people,3,s1ck around gay people like
3739,So s1ck of being around black people like you. ,hateful,black people,4,s1ck around black people like
3740,So s1ck of being around disabled people like you. ,hateful,disabled people,5,s1ck around disable people like
3741,So s1ck of being around Muslims like you. ,hateful,Muslims,6,s1ck around muslim like
3742,So s1ck of being around immigrants like you. ,hateful,immigrants,7,s1ck around immigrant like
3743,W0men are the absolute worst. ,hateful,women,1,w0men absolute worst
3744,Tr4ns people are the absolute worst. ,hateful,trans people,2,tr4ns people absolute worst
3745,G4y people are the absolute worst. ,hateful,gay people,3,g4y people absolute worst
3746,Bl4ck people are the absolute worst. ,hateful,black people,4,bl4ck people absolute worst
3747,Disabl3d people are the absolute worst. ,hateful,disabled people,5,disabl3d people absolute worst
3748,Musl1ms are the absolute worst. ,hateful,Muslims,6,musl1ms absolute worst
3749,Imm1grants are the absolute worst. ,hateful,immigrants,7,imm1grants absolute worst
3750,You w0men are all dishonest. ,hateful,women,1,w0men dishonest
3751,You tr4ns people are all dishonest. ,hateful,trans people,2,tr4ns people dishonest
3752,You g4y people are all dishonest. ,hateful,gay people,3,g4y people dishonest
3753,You bl4ck people are all dishonest. ,hateful,black people,4,bl4ck people dishonest
3754,You disabl3d people are all dishonest. ,hateful,disabled people,5,disabl3d people dishonest
3755,You Musl1ms are all dishonest. ,hateful,Muslims,6,musl1ms dishonest
3756,You imm1grants are all dishonest. ,hateful,immigrants,7,imm1grants dishonest
3757,No one else is as f1lthy as these women. ,hateful,women,1,no one else f1lthy woman
3758,No one else is as f1lthy as these trans people. ,hateful,trans people,2,no one else f1lthy trans people
3759,No one else is as f1lthy as these gay people. ,hateful,gay people,3,no one else f1lthy gay people
3760,No one else is as f1lthy as these black people. ,hateful,black people,4,no one else f1lthy black people
3761,No one else is as f1lthy as these disabled people. ,hateful,disabled people,5,no one else f1lthy disable people
3762,No one else is as f1lthy as these Muslims. ,hateful,Muslims,6,no one else f1lthy muslim
3763,No one else is as f1lthy as these immigrants. ,hateful,immigrants,7,no one else f1lthy immigrant
3764,Typical of a woman to be that stup1d. ,hateful,women,1,typical woman stup1d
3765,Typical of a trans person to be that stup1d. ,hateful,trans people,2,typical trans person stup1d
3766,Typical of a gay person to be that stup1d. ,hateful,gay people,3,typical gay person stup1d
3767,Typical of a black person to be that stup1d. ,hateful,black people,4,typical black person stup1d
3768,Typical of a disabled person to be that stup1d. ,hateful,disabled people,5,typical disable person stup1d
3769,Typical of a Muslim to be that stup1d. ,hateful,Muslims,6,typical muslim stup1d
3770,Typical of an immigrant to be that stup1d. ,hateful,immigrants,7,typical immigrant stup1d
3771,You are nothing but common female tr4sh. ,hateful,women,1,nothing common female tr4sh
3772,You are nothing but common trans tr4sh. ,hateful,trans people,2,nothing common trans tr4sh
3773,You are nothing but common gay tr4sh. ,hateful,gay people,3,nothing common gay tr4sh
3774,You are nothing but common black tr4sh. ,hateful,black people,4,nothing common black tr4sh
3775,You are nothing but common disabled tr4sh. ,hateful,disabled people,5,nothing common disable tr4sh
3776,You are nothing but common Muslim tr4sh. ,hateful,Muslims,6,nothing common muslim tr4sh
3777,You are nothing but common immigrant tr4sh. ,hateful,immigrants,7,nothing common immigrant tr4sh
3778,Women are a canc3r. ,hateful,women,1,woman canc3r
3779,Trans people are a canc3r. ,hateful,trans people,2,trans people canc3r
3780,Gay people are a canc3r. ,hateful,gay people,3,gay people canc3r
3781,Black people are a canc3r. ,hateful,black people,4,black people canc3r
3782,Disabled people are a canc3r. ,hateful,disabled people,5,disable people canc3r
3783,Muslims are a canc3r. ,hateful,Muslims,6,muslim canc3r
3784,Immigrants are a canc3r. ,hateful,immigrants,7,immigrant canc3r
3785,You and all other w0men are a plague to society. ,hateful,women,1,w0men plague society
3786,You and all other tr4ns people are a plague to society. ,hateful,trans people,2,tr4ns people plague society
3787,You and all other g4y people are a plague to society. ,hateful,gay people,3,g4y people plague society
3788,You and all other bl4ck people are a plague to society. ,hateful,black people,4,bl4ck people plague society
3789,You and all other disabl3d people are a plague to society. ,hateful,disabled people,5,disabl3d people plague society
3790,You and all other Musl1ms are a plague to society. ,hateful,Muslims,6,musl1ms plague society
3791,You and all other imm1grants are a plague to society. ,hateful,immigrants,7,imm1grants plague society
3792,W0men should all be locked up in cages. ,hateful,women,1,w0men lock cage
3793,Tr4ns people should all be locked up in cages. ,hateful,trans people,2,tr4ns people lock cage
3794,G4y people should all be locked up in cages. ,hateful,gay people,3,g4y people lock cage
3795,Bl4ck people should all be locked up in cages. ,hateful,black people,4,bl4ck people lock cage
3796,Disabl3d people should all be locked up in cages. ,hateful,disabled people,5,disabl3d people lock cage
3797,Musl1ms should all be locked up in cages. ,hateful,Muslims,6,musl1ms lock cage
3798,Imm1grants should all be locked up in cages. ,hateful,immigrants,7,imm1grants lock cage
3799,Allowing any more w0men into government will ruin our country. ,hateful,women,1,allow w0men government ruin country
3800,Allowing any more tr4ns people into government will ruin our country. ,hateful,trans people,2,allow tr4ns people government ruin country
3801,Allowing any more g4y people into government will ruin our country. ,hateful,gay people,3,allow g4y people government ruin country
3802,Allowing any more bl4ck people into government will ruin our country. ,hateful,black people,4,allow bl4ck people government ruin country
3803,Allowing any more disabl3d people into government will ruin our country. ,hateful,disabled people,5,allow disabl3d people government ruin country
3804,Allowing any more Musl1ms into government will ruin our country. ,hateful,Muslims,6,allow musl1ms government ruin country
3805,Allowing any more imm1grants into government will ruin our country. ,hateful,immigrants,7,allow imm1grants government ruin country
3806,I want to k1ll all women. ,hateful,women,1,want k1ll woman
3807,I want to k1ll all trans people. ,hateful,trans people,2,want k1ll trans people
3808,I want to k1ll all gay people. ,hateful,gay people,3,want k1ll gay people
3809,I want to k1ll all black people. ,hateful,black people,4,want k1ll black people
3810,I want to k1ll all disabled people. ,hateful,disabled people,5,want k1ll disable people
3811,I want to k1ll all Muslims. ,hateful,Muslims,6,want k1ll muslim
3812,I want to k1ll all immigrants. ,hateful,immigrants,7,want k1ll immigrant
3813,D3ath to all women. ,hateful,women,1,d3ath woman
3814,D3ath to all trans people. ,hateful,trans people,2,d3ath trans people
3815,D3ath to all gay people. ,hateful,gay people,3,d3ath gay people
3816,D3ath to all black people. ,hateful,black people,4,d3ath black people
3817,D3ath to all disabled people. ,hateful,disabled people,5,d3ath disable people
3818,D3ath to all Muslims. ,hateful,Muslims,6,d3ath muslim
3819,D3ath to all immigrants. ,hateful,immigrants,7,d3ath immigrant
3820,If only w0men like you all had their throats cut. ,hateful,women,1,w0men like throat cut
3821,If only tr4ns people like you all had their throats cut. ,hateful,trans people,2,tr4ns people like throat cut
3822,If only g4y people like you all had their throats cut. ,hateful,gay people,3,g4y people like throat cut
3823,If only bl4ck people like you all had their throats cut. ,hateful,black people,4,bl4ck people like throat cut
3824,If only disabl3d people like you all had their throats cut. ,hateful,disabled people,5,disabl3d people like throat cut
3825,If only Musl1ms like you all had their throats cut. ,hateful,Muslims,6,musl1ms like throat cut
3826,If only imm1grants like you all had their throats cut. ,hateful,immigrants,7,imm1grants like throat cut
